# Time(ps) Median_Mean_Curvature(1/A)
115700.0000 0.00909222
115800.0000 0.00912161
115900.0000 0.00911395
116000.0000 0.00904885
116100.0000 0.00908792
116200.0000 0.00907758
116300.0000 0.00910571
116400.0000 0.00910232
116500.0000 0.00913229
116600.0000 0.00913322
116700.0000 0.00911062
116800.0000 0.00903887
116900.0000 0.00910695
117000.0000 0.00906068
117100.0000 0.00909941
117200.0000 0.00911731
117300.0000 0.00908222
117400.0000 0.00905250
117500.0000 0.00904856
117600.0000 0.00909649
117700.0000 0.00914805
117800.0000 0.00906652
117900.0000 0.00911895
118000.0000 0.00904722
118100.0000 0.00912797
118200.0000 0.00906687
118300.0000 0.00912034
118400.0000 0.00903891
118500.0000 0.00909729
118600.0000 0.00912376
118700.0000 0.00912693
118800.0000 0.00911331
118900.0000 0.00912017
119000.0000 0.00908836
119100.0000 0.00908922
119200.0000 0.00910463
119300.0000 0.00905305
119400.0000 0.00908593
119500.0000 0.00910342
119600.0000 0.00910513
119700.0000 0.00908260
119800.0000 0.00908223
119900.0000 0.00903271
120000.0000 0.00911512
120100.0000 0.00911384
120200.0000 0.00905598
120300.0000 0.00909835
120400.0000 0.00906983
120500.0000 0.00909708
120600.0000 0.00902737
120700.0000 0.00911131
120800.0000 0.00911646
120900.0000 0.00906336
121000.0000 0.00907894
121100.0000 0.00909391
121200.0000 0.00909001
121300.0000 0.00906007
121400.0000 0.00914677
121500.0000 0.00907469
121600.0000 0.00908544
121700.0000 0.00910691
121800.0000 0.00909012
121900.0000 0.00902976
122000.0000 0.00911214
122100.0000 0.00912298
122200.0000 0.00913170
122300.0000 0.00906933
122400.0000 0.00909681
122500.0000 0.00907799
122600.0000 0.00905839
122700.0000 0.00905389
122800.0000 0.00909518
122900.0000 0.00907146
123000.0000 0.00912851
123100.0000 0.00910954
123200.0000 0.00911023
123300.0000 0.00911397
123400.0000 0.00908496
123500.0000 0.00908747
123600.0000 0.00914482
123700.0000 0.00910444
123800.0000 0.00910629
123900.0000 0.00909239
124000.0000 0.00904517
124100.0000 0.00911405
124200.0000 0.00912521
124300.0000 0.00909297
124400.0000 0.00909273
124500.0000 0.00908799
124600.0000 0.00916755
124700.0000 0.00904482
124800.0000 0.00906296
124900.0000 0.00908332
125000.0000 0.00906544
125100.0000 0.00901645
125200.0000 0.00904038
125300.0000 0.00908115
125400.0000 0.00911225
125500.0000 0.00912162
125600.0000 0.00913355
125700.0000 0.00907887
125800.0000 0.00909816
125900.0000 0.00908385
126000.0000 0.00908111
126100.0000 0.00907038
126200.0000 0.00910335
126300.0000 0.00911050
126400.0000 0.00903344
126500.0000 0.00904978
126600.0000 0.00909291
126700.0000 0.00913973
126800.0000 0.00905387
126900.0000 0.00907834
127000.0000 0.00908033
127100.0000 0.00907326
127200.0000 0.00909179
127300.0000 0.00907572
127400.0000 0.00903538
127500.0000 0.00909263
127600.0000 0.00907693
127700.0000 0.00912354
127800.0000 0.00911454
127900.0000 0.00905546
128000.0000 0.00910124
128100.0000 0.00907869
128200.0000 0.00911828
128300.0000 0.00903272
128400.0000 0.00913572
128500.0000 0.00908982
128600.0000 0.00908490
128700.0000 0.00908901
128800.0000 0.00909118
128900.0000 0.00905318
129000.0000 0.00906341
129100.0000 0.00904112
129200.0000 0.00903856
129300.0000 0.00917867
129400.0000 0.00909314
129500.0000 0.00912630
129600.0000 0.00910523
129700.0000 0.00909821
129800.0000 0.00908028
129900.0000 0.00903535
130000.0000 0.00909134
130100.0000 0.00904119
130200.0000 0.00912096
130300.0000 0.00909030
130400.0000 0.00908377
130500.0000 0.00905791
130600.0000 0.00907748
130700.0000 0.00906915
130800.0000 0.00911420
130900.0000 0.00911850
131000.0000 0.00910536
131100.0000 0.00909425
131200.0000 0.00904590
131300.0000 0.00906727
131400.0000 0.00908718
131500.0000 0.00907118
131600.0000 0.00906768
131700.0000 0.00915290
131800.0000 0.00910902
131900.0000 0.00908366
132000.0000 0.00903787
132100.0000 0.00903431
132200.0000 0.00912414
132300.0000 0.00914933
132400.0000 0.00906676
132500.0000 0.00909839
132600.0000 0.00909457
132700.0000 0.00902864
132800.0000 0.00905859
132900.0000 0.00908761
133000.0000 0.00913027
133100.0000 0.00905800
133200.0000 0.00905426
133300.0000 0.00912946
133400.0000 0.00910754
133500.0000 0.00907355
133600.0000 0.00912948
133700.0000 0.00903001
133800.0000 0.00911122
133900.0000 0.00907796
134000.0000 0.00901175
134100.0000 0.00910220
134200.0000 0.00908683
134300.0000 0.00904927
134400.0000 0.00908480
134500.0000 0.00909646
134600.0000 0.00913441
134700.0000 0.00911436
134800.0000 0.00905979
134900.0000 0.00902878
135000.0000 0.00906739
135100.0000 0.00909891
135200.0000 0.00906066
135300.0000 0.00908624
135400.0000 0.00912402
135500.0000 0.00908230
135600.0000 0.00906632
135700.0000 0.00910119
135800.0000 0.00904682
135900.0000 0.00912490
136000.0000 0.00907293
136100.0000 0.00906493
136200.0000 0.00906476
136300.0000 0.00912239
136400.0000 0.00908877
136500.0000 0.00909048
136600.0000 0.00906062
136700.0000 0.00905337
136800.0000 0.00909759
136900.0000 0.00909510
137000.0000 0.00912443
137100.0000 0.00905993
137200.0000 0.00900834
137300.0000 0.00910059
137400.0000 0.00903973
137500.0000 0.00908146
137600.0000 0.00913409
137700.0000 0.00911444
137800.0000 0.00911158
137900.0000 0.00912149
138000.0000 0.00908130
138100.0000 0.00906979
138200.0000 0.00910157
138300.0000 0.00906029
138400.0000 0.00907833
138500.0000 0.00910954
138600.0000 0.00907428
138700.0000 0.00911728
138800.0000 0.00908112
138900.0000 0.00911746
139000.0000 0.00909904
139100.0000 0.00908491
139200.0000 0.00908404
139300.0000 0.00908137
139400.0000 0.00906384
139500.0000 0.00905993
139600.0000 0.00909346
139700.0000 0.00909205
139800.0000 0.00904465
139900.0000 0.00903984
140000.0000 0.00901636
140100.0000 0.00904230
140200.0000 0.00910345
140300.0000 0.00908608
140400.0000 0.00910880
140500.0000 0.00906814
140600.0000 0.00908586
140700.0000 0.00910479
140800.0000 0.00908044
140900.0000 0.00911010
141000.0000 0.00914919
141100.0000 0.00912920
141200.0000 0.00905009
141300.0000 0.00910812
141400.0000 0.00904639
141500.0000 0.00909511
141600.0000 0.00912545
141700.0000 0.00904772
141800.0000 0.00911276
141900.0000 0.00909870
142000.0000 0.00911515
142100.0000 0.00909021
142200.0000 0.00914788
142300.0000 0.00905189
142400.0000 0.00907853
142500.0000 0.00906128
142600.0000 0.00908711
142700.0000 0.00910517
142800.0000 0.00909143
142900.0000 0.00906392
143000.0000 0.00912720
143100.0000 0.00906739
143200.0000 0.00903189
143300.0000 0.00912487
143400.0000 0.00907470
143500.0000 0.00911348
143600.0000 0.00909551
143700.0000 0.00903502
143800.0000 0.00909341
143900.0000 0.00904833
144000.0000 0.00912817
144100.0000 0.00912650
144200.0000 0.00912686
144300.0000 0.00910936
144400.0000 0.00906902
144500.0000 0.00913451
144600.0000 0.00912960
144700.0000 0.00906675
144800.0000 0.00908421
144900.0000 0.00906888
145000.0000 0.00907633
145100.0000 0.00905896
145200.0000 0.00906815
145300.0000 0.00906187
145400.0000 0.00908533
145500.0000 0.00907017
145600.0000 0.00911214
145700.0000 0.00907938
145800.0000 0.00912523
145900.0000 0.00906411
146000.0000 0.00907439
146100.0000 0.00908662
146200.0000 0.00911703
146300.0000 0.00905313
146400.0000 0.00907519
146500.0000 0.00908951
146600.0000 0.00906666
146700.0000 0.00908636
146800.0000 0.00908422
146900.0000 0.00907515
147000.0000 0.00910198
147100.0000 0.00904314
147200.0000 0.00908532
147300.0000 0.00911500
147400.0000 0.00906178
147500.0000 0.00909785
147600.0000 0.00910949
147700.0000 0.00909319
147800.0000 0.00908416
147900.0000 0.00909745
148000.0000 0.00906113
148100.0000 0.00909724
148200.0000 0.00906900
148300.0000 0.00908247
148400.0000 0.00904678
148500.0000 0.00908573
148600.0000 0.00904619
148700.0000 0.00909000
148800.0000 0.00909582
148900.0000 0.00908517
149000.0000 0.00903063
149100.0000 0.00914837
149200.0000 0.00909338
149300.0000 0.00906185
149400.0000 0.00906856
149500.0000 0.00910193
149600.0000 0.00911022
149700.0000 0.00905631
149800.0000 0.00907469
149900.0000 0.00910144
150000.0000 0.00906641
150100.0000 0.00906919
150200.0000 0.00913432
150300.0000 0.00909725
150400.0000 0.00911255
150500.0000 0.00905347
150600.0000 0.00906606
150700.0000 0.00908101
150800.0000 0.00907806
150900.0000 0.00910257
151000.0000 0.00912487
151100.0000 0.00907444
151200.0000 0.00909739
151300.0000 0.00910591
151400.0000 0.00906721
151500.0000 0.00909377
151600.0000 0.00907394
151700.0000 0.00911354
151800.0000 0.00905323
151900.0000 0.00910207
152000.0000 0.00904654
152100.0000 0.00909978
152200.0000 0.00910741
152300.0000 0.00907755
152400.0000 0.00907344
152500.0000 0.00907463
152600.0000 0.00904253
152700.0000 0.00910076
152800.0000 0.00911378
152900.0000 0.00910919
153000.0000 0.00909603
153100.0000 0.00906258
153200.0000 0.00906165
153300.0000 0.00909867
153400.0000 0.00907648
153500.0000 0.00907833
153600.0000 0.00899587
153700.0000 0.00906316
153800.0000 0.00909120
153900.0000 0.00904866
154000.0000 0.00910936
154100.0000 0.00909474
154200.0000 0.00905885
154300.0000 0.00905599
154400.0000 0.00906532
154500.0000 0.00901401
154600.0000 0.00908809
154700.0000 0.00907597
154800.0000 0.00908273
154900.0000 0.00912934
155000.0000 0.00906777
155100.0000 0.00902895
155200.0000 0.00911102
155300.0000 0.00909207
155400.0000 0.00910615
155500.0000 0.00906053
155600.0000 0.00909328
155700.0000 0.00908601
155800.0000 0.00907550
155900.0000 0.00908368
156000.0000 0.00907412
156100.0000 0.00907432
156200.0000 0.00914703
156300.0000 0.00914589
156400.0000 0.00903989
156500.0000 0.00908818
156600.0000 0.00910920
156700.0000 0.00907809
156800.0000 0.00907323
156900.0000 0.00906839
157000.0000 0.00909260
157100.0000 0.00912519
157200.0000 0.00908561
157300.0000 0.00910554
157400.0000 0.00912316
157500.0000 0.00905460
157600.0000 0.00911213
157700.0000 0.00907641
157800.0000 0.00908444
157900.0000 0.00909263
158000.0000 0.00902446
158100.0000 0.00912426
158200.0000 0.00906340
158300.0000 0.00910069
158400.0000 0.00913397
158500.0000 0.00909401
158600.0000 0.00904577
158700.0000 0.00908147
158800.0000 0.00909480
158900.0000 0.00910374
159000.0000 0.00908136
159100.0000 0.00911061
159200.0000 0.00906306
159300.0000 0.00908978
159400.0000 0.00911135
159500.0000 0.00905856
159600.0000 0.00903625
159700.0000 0.00908327
159800.0000 0.00909348
159900.0000 0.00913291
160000.0000 0.00908807
160100.0000 0.00908134
160200.0000 0.00906994
160300.0000 0.00906702
160400.0000 0.00908797
160500.0000 0.00910199
160600.0000 0.00909009
160700.0000 0.00906641
160800.0000 0.00909479
160900.0000 0.00907756
161000.0000 0.00914586
161100.0000 0.00913199
161200.0000 0.00910693
161300.0000 0.00912177
161400.0000 0.00912762
161500.0000 0.00909167
161600.0000 0.00907683
161700.0000 0.00910685
161800.0000 0.00908016
161900.0000 0.00903697
162000.0000 0.00909573
162100.0000 0.00910422
162200.0000 0.00910299
162300.0000 0.00907909
162400.0000 0.00912637
162500.0000 0.00909334
162600.0000 0.00909611
162700.0000 0.00906149
162800.0000 0.00908413
162900.0000 0.00909794
163000.0000 0.00905797
163100.0000 0.00909961
163200.0000 0.00906222
163300.0000 0.00911066
163400.0000 0.00912485
163500.0000 0.00906277
163600.0000 0.00909728
163700.0000 0.00913682
163800.0000 0.00909095
163900.0000 0.00903155
164000.0000 0.00901538
164100.0000 0.00912202
164200.0000 0.00907842
164300.0000 0.00907894
164400.0000 0.00907439
164500.0000 0.00905077
164600.0000 0.00909364
164700.0000 0.00907233
164800.0000 0.00903842
164900.0000 0.00907226
165000.0000 0.00907217
165100.0000 0.00911526
165200.0000 0.00910324
165300.0000 0.00905555
165400.0000 0.00912975
165500.0000 0.00912207
165600.0000 0.00901761
165700.0000 0.00906998
165800.0000 0.00907035
165900.0000 0.00906590
166000.0000 0.00908559
166100.0000 0.00910599
166200.0000 0.00909904
166300.0000 0.00909706
166400.0000 0.00907586
166500.0000 0.00910499
166600.0000 0.00904932
166700.0000 0.00910133
166800.0000 0.00908486
166900.0000 0.00905294
167000.0000 0.00911360
167100.0000 0.00911328
167200.0000 0.00911791
167300.0000 0.00910724
167400.0000 0.00902998
167500.0000 0.00910809
167600.0000 0.00907965
167700.0000 0.00909513
167800.0000 0.00904267
167900.0000 0.00908258
168000.0000 0.00913422
168100.0000 0.00908890
168200.0000 0.00909461
168300.0000 0.00905011
168400.0000 0.00906896
168500.0000 0.00910394
168600.0000 0.00910610
168700.0000 0.00911620
168800.0000 0.00910634
168900.0000 0.00913791
169000.0000 0.00912915
169100.0000 0.00908242
169200.0000 0.00909824
169300.0000 0.00908186
169400.0000 0.00908830
169500.0000 0.00904611
169600.0000 0.00908916
169700.0000 0.00910354
169800.0000 0.00909566
169900.0000 0.00913263
170000.0000 0.00911077
170100.0000 0.00912080
170200.0000 0.00907816
170300.0000 0.00911489
170400.0000 0.00908067
170500.0000 0.00915558
170600.0000 0.00908262
170700.0000 0.00908648
170800.0000 0.00911101
170900.0000 0.00907823
171000.0000 0.00910848
171100.0000 0.00905303
171200.0000 0.00907131
171300.0000 0.00908808
171400.0000 0.00912387
171500.0000 0.00908098
171600.0000 0.00914172
171700.0000 0.00907565
171800.0000 0.00902658
171900.0000 0.00911448
172000.0000 0.00909406
172100.0000 0.00905197
172200.0000 0.00913668
172300.0000 0.00909004
172400.0000 0.00906502
172500.0000 0.00904091
172600.0000 0.00906709
172700.0000 0.00910723
172800.0000 0.00904590
172900.0000 0.00909562
173000.0000 0.00906636
173100.0000 0.00911311
173200.0000 0.00916511
173300.0000 0.00907696
173400.0000 0.00908512
173500.0000 0.00903933
173600.0000 0.00910607
173700.0000 0.00909943
173800.0000 0.00912190
173900.0000 0.00910904
174000.0000 0.00900662
174100.0000 0.00906962
174200.0000 0.00907804
174300.0000 0.00907397
174400.0000 0.00911152
174500.0000 0.00905083
174600.0000 0.00912703
174700.0000 0.00907031
174800.0000 0.00911762
174900.0000 0.00909060
175000.0000 0.00907729
175100.0000 0.00911538
175200.0000 0.00907220
175300.0000 0.00908629
175400.0000 0.00908389
175500.0000 0.00904615
175600.0000 0.00912834
175700.0000 0.00912574
175800.0000 0.00910500
175900.0000 0.00905092
176000.0000 0.00907858
176100.0000 0.00914682
176200.0000 0.00909452
176300.0000 0.00908870
176400.0000 0.00909513
176500.0000 0.00909949
176600.0000 0.00910034
176700.0000 0.00906182
176800.0000 0.00912662
176900.0000 0.00906433
177000.0000 0.00903869
177100.0000 0.00905550
177200.0000 0.00909014
177300.0000 0.00905128
177400.0000 0.00911782
177500.0000 0.00905618
177600.0000 0.00909649
177700.0000 0.00908740
177800.0000 0.00907308
177900.0000 0.00914507
178000.0000 0.00909336
178100.0000 0.00905032
178200.0000 0.00909228
178300.0000 0.00906440
178400.0000 0.00907123
178500.0000 0.00913317
178600.0000 0.00904300
178700.0000 0.00909649
178800.0000 0.00909182
178900.0000 0.00909402
179000.0000 0.00911616
179100.0000 0.00906623
179200.0000 0.00911466
179300.0000 0.00902733
179400.0000 0.00907279
179500.0000 0.00908239
179600.0000 0.00907767
179700.0000 0.00902602
179800.0000 0.00915399
179900.0000 0.00907734
180000.0000 0.00909812
180100.0000 0.00905341
180200.0000 0.00911476
180300.0000 0.00910337
180400.0000 0.00909564
180500.0000 0.00914558
180600.0000 0.00907375
180700.0000 0.00904092
180800.0000 0.00903458
180900.0000 0.00909221
181000.0000 0.00908073
181100.0000 0.00907923
181200.0000 0.00910691
181300.0000 0.00909188
181400.0000 0.00907392
181500.0000 0.00909387
181600.0000 0.00906824
181700.0000 0.00909742
181800.0000 0.00911714
181900.0000 0.00911418
182000.0000 0.00914921
182100.0000 0.00912406
182200.0000 0.00911911
182300.0000 0.00909544
182400.0000 0.00905351
182500.0000 0.00910210
182600.0000 0.00905977
182700.0000 0.00906795
182800.0000 0.00906725
182900.0000 0.00906604
183000.0000 0.00909696
183100.0000 0.00911896
183200.0000 0.00908378
183300.0000 0.00909191
183400.0000 0.00913746
183500.0000 0.00910575
183600.0000 0.00911375
183700.0000 0.00909768
183800.0000 0.00911329
183900.0000 0.00905231
184000.0000 0.00908347
184100.0000 0.00911742
184200.0000 0.00911014
184300.0000 0.00908959
184400.0000 0.00909691
184500.0000 0.00907920
184600.0000 0.00910651
184700.0000 0.00915166
184800.0000 0.00907962
184900.0000 0.00909446
185000.0000 0.00909174
185100.0000 0.00910129
185200.0000 0.00914413
185300.0000 0.00913217
185400.0000 0.00910412
185500.0000 0.00910858
185600.0000 0.00909503
185700.0000 0.00907015
185800.0000 0.00909822
185900.0000 0.00910387
186000.0000 0.00911483
186100.0000 0.00909499
186200.0000 0.00906129
186300.0000 0.00909208
186400.0000 0.00912901
186500.0000 0.00911564
186600.0000 0.00904050
186700.0000 0.00911998
186800.0000 0.00903493
186900.0000 0.00910338
187000.0000 0.00913271
187100.0000 0.00911173
187200.0000 0.00911021
187300.0000 0.00908779
187400.0000 0.00906300
187500.0000 0.00910894
187600.0000 0.00913365
187700.0000 0.00906568
187800.0000 0.00908800
187900.0000 0.00911729
188000.0000 0.00910762
188100.0000 0.00904573
188200.0000 0.00911566
188300.0000 0.00906390
188400.0000 0.00914179
188500.0000 0.00912373
188600.0000 0.00906015
188700.0000 0.00911477
188800.0000 0.00906376
188900.0000 0.00915191
189000.0000 0.00904715
189100.0000 0.00911984
189200.0000 0.00909631
189300.0000 0.00912004
189400.0000 0.00907652
189500.0000 0.00905785
189600.0000 0.00906670
189700.0000 0.00912402
189800.0000 0.00914288
189900.0000 0.00908195
190000.0000 0.00909215
190100.0000 0.00911565
190200.0000 0.00908685
190300.0000 0.00914303
190400.0000 0.00913659
190500.0000 0.00910701
190600.0000 0.00909472
190700.0000 0.00906499
190800.0000 0.00907088
190900.0000 0.00911694
191000.0000 0.00908011
191100.0000 0.00910472
191200.0000 0.00908032
191300.0000 0.00911233
191400.0000 0.00908913
191500.0000 0.00908007
191600.0000 0.00910826
191700.0000 0.00911702
191800.0000 0.00910453
191900.0000 0.00906587
192000.0000 0.00900529
192100.0000 0.00908254
192200.0000 0.00908222
192300.0000 0.00916372
192400.0000 0.00904781
192500.0000 0.00901800
192600.0000 0.00909174
192700.0000 0.00907029
192800.0000 0.00908123
192900.0000 0.00905066
193000.0000 0.00909714
193100.0000 0.00909332
193200.0000 0.00907551
193300.0000 0.00908091
193400.0000 0.00912601
193500.0000 0.00909614
193600.0000 0.00908103
193700.0000 0.00916000
193800.0000 0.00908805
193900.0000 0.00903627
194000.0000 0.00905293
194100.0000 0.00907163
194200.0000 0.00907937
194300.0000 0.00910961
194400.0000 0.00910764
194500.0000 0.00910210
194600.0000 0.00908858
194700.0000 0.00907053
194800.0000 0.00910005
194900.0000 0.00910030
195000.0000 0.00907320
195100.0000 0.00912380
195200.0000 0.00908627
195300.0000 0.00905544
195400.0000 0.00910709
195500.0000 0.00911086
195600.0000 0.00911226
195700.0000 0.00912083
195800.0000 0.00907045
195900.0000 0.00907683
196000.0000 0.00910811
196100.0000 0.00909722
196200.0000 0.00913836
196300.0000 0.00909034
196400.0000 0.00911016
196500.0000 0.00909781
196600.0000 0.00908420
196700.0000 0.00906698
196800.0000 0.00910815
196900.0000 0.00911308
197000.0000 0.00907440
197100.0000 0.00908136
197200.0000 0.00911720
197300.0000 0.00910233
197400.0000 0.00906494
197500.0000 0.00907909
197600.0000 0.00911379
197700.0000 0.00913199
197800.0000 0.00907945
197900.0000 0.00909535
198000.0000 0.00909332
198100.0000 0.00907828
198200.0000 0.00911331
198300.0000 0.00910488
198400.0000 0.00910634
198500.0000 0.00910622
198600.0000 0.00909913
198700.0000 0.00911735
198800.0000 0.00911378
198900.0000 0.00908094
199000.0000 0.00912098
199100.0000 0.00904148
199200.0000 0.00912250
199300.0000 0.00909198
199400.0000 0.00907598
199500.0000 0.00910909
199600.0000 0.00906409
199700.0000 0.00914737
199800.0000 0.00909551
199900.0000 0.00906670
200000.0000 0.00905242
